Track Name,Artist Names,Album Name,Track ID
girl in new york,Nessa Barrett,girl in new york,3eGIiMTMZduPDb4MN0NTqD
Sand,Dove Cameron,Sand,3HYUKa1HkaSRk4C0xK4O5q
I Sent My Therapist To Therapy,Alec Benjamin,I Sent My Therapist To Therapy,6ofVkSSWsDcnzRCNwrvpXB
just want u to feel something,Artemas,just want u to feel something,0vv46oAg2S7DFKNvQ4kkst
The Hanging Tree - from The Hunger Games: The Ballad of Songbirds & Snakes,Rachel Zegler,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),6X0F53XRWhmVKAaQsnuRDL
You've Never Had Chocolate Like This,"Timothée Chalamet, The Cast of Wonka",Wonka (Original Motion Picture Soundtrack),3lsGSsT7qt3XLnnkEEPlFe
Heather,Conan Gray,Kid Krow,4xqrdfXkTW4T0RauPLv3WA
grave,Tate McRae,THINK LATER,6jDT7DB6k0psPX0nWNDI1K
Sweater Weather,The Neighbourhood,I Love You.,2QjOHCTQ1Jl3zawyYOpxh6
Where do we go now?,Gracie Abrams,Good Riddance (Deluxe),47oXF9VHCqabVcjd2gZBpa
because i liked a boy,Sabrina Carpenter,emails i can't send,32FhTAAjKZaBein150o3Px
Not The 1975,Knox,I'm So Good At Being Alone?,2U0Zowgw2tgJXu5K56i4Q4
Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack,Lorde,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),3S1tTwSKIZgf4QGltFyCxM
exes,Tate McRae,exes,0HD8mbiPjp3o94X3EaZp0o
From the Start,Good Kid,From the Start,6BJHsLiE47Sk0wQkuppqhr
Stick Season,Noah Kahan,Stick Season,0mflMxspEfB0VbI1kyLiAv
High,Stephen Sanchez,Angel Face,5hlPrSCx9BvnQ3rCTkblMZ
Christmas Tree Farm,Taylor Swift,Christmas Tree Farm,2mvabkN1i2gLnGAPUVdwek
I WRITE SONGS ABOUT YOU,Braden Bales,CATALYST- EP,0qYeqpxqxQB7VSegLNRBRc
Winter Wonderland - Spotify Singles Holiday,Laufey,Spotify Singles Holiday,1LmkdWSxjCV7wKTPsCvYWN
Feather,Sabrina Carpenter,emails i can’t send fwd:,2Zo1PcszsT9WQ0ANntJbID
run for the hills,Tate McRae,THINK LATER,51hyZpbJlIgZIaX3TtMxmu
dying on the inside,Nessa Barrett,dying on the inside,6h1s7cKnUtsbRpE5bwnUTf
Soñar (Breaker),NMIXX,Soñar (Breaker),03MTY1omA35sy8rWJEtGcq
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),1Iq8oo9XkmmvCQiGOfORiz
Nothing You Can Take From Me (Boot-Stompin' Version) - from The Hunger Games: The Ballad of Songbirds & Snakes,"Rachel Zegler, The Covey Band",The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),4ck5SWSXlSUVHhYjq9Cb8L
"Take Me Home, Country Roads",Lana Del Rey,"Take Me Home, Country Roads",7qF0FfuzBFwMe1lNHkEDxW
Close To You,Johnny Orlando,The Ride: Part 3,5meNtnGsQohHlvh8d3Kh2j
bad idea right?,Olivia Rodrigo,GUTS,3IX0yuEVvDbnqUwMBB3ouC
GODS,"League of Legends, NewJeans",GODS,210JJAa9nJOgNa0YNrsT5g
little miss misogyny,audalei,little miss misogyny,6uKxavyhKpvneaIAx0ve4D
bad tattoo,Jessica Baio,bad tattoo,7iUhMgffcOTVXrpBKP0wxm
I Did Something Bad,Taylor Swift,reputation,4svZDCRz4cJoneBpjpx8DJ
Paris,Kenya Grace,Paris,3WzmwVmkRDTYroaLg0Klcb
Memory Lane,Zara Larsson,Memory Lane & Winter Song,7hHrs2q5c5rtzHLJ2DKHTT
santa doesn’t know you like i do,Sabrina Carpenter,fruitcake,5mi0HQrZMhRb2MRdFiUP6v
18,Jillian Rossi,18,3bXTpnBUoU4hJvkRQiZQrs
he never will,Alexander Stewart,he never will,3gt3BD4A92u4nv6oS5Jkmq
Murder On The Dancefloor,Sophie Ellis-Bextor,Read My Lips,4tKGFmENO69tZR9ahgZu48
Water,Tyla,Water,5aIVCx5tnk0ntmdiinnYvw
Show Me How,Men I Trust,Show Me How,01TyFEZu6mHbffsVfxgrFn
greedy,Tate McRae,greedy,3rUGC1vUpkDG9CZFHMur1t
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),5HCyWlXZPP0y6Gqq8TgA20
"Elastic Heart - From ""The Hunger Games: Catching Fire"" Soundtrack","Sia, The Weeknd, Diplo",The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),2JHG14oKGHQN0jPdyWHcxg
BLEED,The Kid LAROI,BLEED,3CJrKExvAP6RCtUR8Cf99P
Lovin On Me,Jack Harlow,Lovin On Me,4xhsWYTOGcal8zt0J161CU
Maria,Justin Bieber,Believe (Deluxe Edition),7E1dQbOk1qcx9gEPUMBKsk
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",6wf7Yu7cxBSPrRlWeSeK0Q
You Are In Love (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],0TyGh27YQ5LknmiDhCzJiT
I Knew You Were Trouble - Spotify Singles,Sabrina Carpenter,Spotify Singles,30QYxvXOJZhGBF6DvpNb8w
Sinister,Michael Gerow,Sinister,5g3VLhRVLUpWJghanBJkMm
One Of Your Girls,Troye Sivan,Something To Give Each Other,1Fav4xZn60uGM3XmiHJmvT
Killing Me,Conan Gray,Killing Me,2Lss5tezmIkgZA3GFfptI2
cindy lou who,Sabrina Carpenter,fruitcake,15WQ0CnYIbWNCWvwp7IlYr
Tummy Hurts,Reneé Rapp,Snow Angel,0hFTdvxUbHl1CqrdZcbWtZ
you broke me first,Tate McRae,you broke me first,45bE4HXI0AwGZXfZtMp8JR
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",The Idol Episode 4 (Music from the HBO Original Series),7CyPwkp0oE8Ro9Dd5CUDjW
The Long Breath,Rowan Drake,The Long Breath / The Willows,2jQWDgZhvkTREAXi7R0Vnf
Solo,Myles Smith,Solo,2jm0UrP5A9ccJ3twMI8cVq
Perfect Night,LE SSERAFIM,Perfect Night,74X2u8JMVooG2QbjRxXwR8
Shot Glass of Tears,Jung Kook,GOLDEN,7AbqgE05nFl9qY4FRUiq2p
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),5KD6AEm19QnMbfWpfoOHMl
Apocalypse,Cigarettes After Sex,Cigarettes After Sex,0yc6Gst2xkRu0eMLeRMGCX
A Night To Remember,"beabadoobee, Laufey",A Night To Remember,180AbZduI6bYQIzwCHRwu9
You Could Start A Cult (with Lizzy McAlpine),"Niall Horan, Lizzy McAlpine",You Could Start A Cult (with Lizzy McAlpine),45PRcjOnvjz6VMl7tI3O3c
To Love Someone,Benson Boone,To Love Someone,3PsHulD1zewglcTPcEPnlk
Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),1hjRhYpWyqDpPahmSlUTlc
Big Dumb Heart,Jenna Raine,Big Dumb Heart,3T9wo7kdEAOy1h5h7kh5dw
boys beware,Mad Tsai,boys beware,799zCg04fIPgcbmplT3ecQ
girls like me don't cry (sped up),thuy,girls like me don't cry (sped up),1EMWN9uomtQxEw2mZKrb2C
older,Isabel LaRosa,older,75c2zaSdDBSX0A8Jyvm4fO
ALICE,PEGGY,ALICE,1c4hrCYvdfJ6IQM0tf9bk1
Isn't It Obvious,Katherine Li,Isn't It Obvious,5QDtGxC2khjwLEq1bXhdEj
Lil Boo Thang,Paul Russell,Lil Boo Thang,0cVyQfDyRnMJ0V3rjjdlU3
Bad Boy!,Bella Poarch,Bad Boy!,2RlinrCj73yZ731f2zerOq
ballad of a homeschooled girl,Olivia Rodrigo,GUTS,5sp71CUt0jXRNqHblPGp7b
BATTER UP,BABYMONSTER,BABYMONSTER Debut Digital Single [BATTER UP],3VBj0lzjmhTzVFPEDOjNCG
something to remember,Matt Hansen,something to remember,6eI8B3QW20P68MCYMb4Etd
Cleveland,maryjo,Cleveland,6ulsl4FHrnizQRUi4ra6yY
Strangers,Kenya Grace,Strangers,5mjYQaktjmjcMKcUIcqz4s
Le Monde - From Talk to Me,Richard Carter,Le Monde (From Talk to Me),4mOMTUl8XiaqILHwh8zm4H
this is what autumn feels like,JVKE,this is what autumn feels like,2YOGCTiPJWMhZRdeadFj8G
This Town,Niall Horan,Flicker (Deluxe),0qvzXomUDJVaUboy2wMfiS
AMERICAN HORROR SHOW,SNOW WIFE,AMERICAN HORROR SHOW,38RLObegC9ggpKPRVQDc1g
Nothing's New,Rio Romeo,Good God!,0EF1EE8zusg3Y869e56JFd
Radio,Lana Del Rey,Born To Die - The Paradise Edition,4PMdq7Q7xOFrY424ZelZEb
Intrusive Thoughts,Natalie Jane,Intrusive Thoughts,1imbsYvtz61ZvUgGqKCr3j
vampire,Olivia Rodrigo,GUTS,1kuGVB7EU95pJObxwvfwKS
The Way (feat. Mac Miller),"Ariana Grande, Mac Miller",Yours Truly (Tenth Anniversary Edition),1Onx2O64wzyA7ZzOsBBqBJ
Harleys In Hawaii,Katy Perry,Harleys In Hawaii,5nCthAh3jt4xKuLJAifAaR
Ryder,Madison Beer,Silence Between Songs,2rBFMlKf43Ddo82b2WWYNN
Other Boys,"Marshmello, Dove Cameron",Other Boys,5WZlorRUxgryaweu7kqeHd
My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,3vkCueOmm7xQDoJ17W1Pm3
Teenage Dirtbag,Wheatus,Wheatus,25FTMokYEbEWHEdss5JLZS
Shameless,Camila Cabello,Romance,2ogKhhoMClkFXek7ZgxAhN
As It Was,Harry Styles,Harry's House,4Dvkj6JhhA12EX05fT7y2e
Easy On Me,Adele,Easy On Me,0gplL1WMoJ6iYaPgMCL0gX
All of Me,John Legend,Love In The Future (Expanded Edition),3U4isOIWM3VvDubwSI3y7a
This Love,Maroon 5,Songs About Jane: 10th Anniversary Edition,6ECp64rv50XVz93WvxXMGF
A Thousand Years,Christina Perri,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),1QUpqu8865jfasDr8M3IKN
Hold My Hand,Lady Gaga,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",0oWraSo5ASJ0h1BEagTyEw
Unstoppable,Sia,This Is Acting (Deluxe Version),1yvMUkIOTeUNtNWlWRgANS
I'm Not The Only One,Sam Smith,In The Lonely Hour,7795WJLVKJoAyVoOtCWqXN
Flowers,Miley Cyrus,Endless Summer Vacation,7DSAEUvxU8FajXtRloy8M0
Anti-Hero,Taylor Swift,Midnights,0V3wPSX9ygBnCm8psDIegu
Another Love,Tom Odell,Long Way Down (Deluxe),3JvKfv6T31zO0ini8iNItO
Yellow,Coldplay,Parachutes,3AJwUDP919kvQ9QcozQPxg
I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",4h9wh7iOZ0GGn8QVp4RAOB
Something in the Orange,Zach Bryan,Something in the Orange,3WMj8moIAXJhHsyLaqIIHI
lovely (with Khalid),"Billie Eilish, Khalid",lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4
Heather,Conan Gray,Kid Krow,4xqrdfXkTW4T0RauPLv3WA
When I Was Your Man,Bruno Mars,Unorthodox Jukebox,0nJW01T7XtvILxQgC5J7Wh
Heat Waves,Glass Animals,Dreamland,3USxtqRwSYz57Ewm6wWRMp
Sure Thing,Miguel,All I Want Is You,0JXXNGljqupsJaZsgSbMZV
Lover,Taylor Swift,Lover,1dGr1c8CrMLDpV6mPbImSI
Perfect,Ed Sheeran,÷ (Deluxe),0tgVpDi06FyKpA1z0VMD4v
Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",Until I Found You (Em Beihold Version),1Y3LN4zO1Edc2EluIoSPJN
Night Changes,One Direction,FOUR (Deluxe),5O2P9iiztwhomNh8xkR9lJ
Ghost,Justin Bieber,Justice,6I3mqTwhRpn34SLVafSH7G
Circles,Post Malone,Hollywood's Bleeding,21jGcNKet2qwijlDFuPiPb
Watermelon Sugar,Harry Styles,Fine Line,6UelLqGlWMcVH1E5c4H7lY
Say You Won't Let Go,James Arthur,Back from the Edge,5uCax9HTNlzGybIStD3vDh
Iris,The Goo Goo Dolls,Dizzy up the Girl,6Qyc6fS4DsZjB2mRW9DsQs
Fast Car,Luke Combs,Gettin' Old,1Lo0QY9cvc8sUB2vnIOxDT
Shape of You,Ed Sheeran,÷ (Deluxe),7qiZfU4dY1lWllzX7mPBI3
Something Just Like This,"The Chainsmokers, Coldplay",Memories...Do Not Open,6RUKPb4LETWmmr3iAEQktW
Thunder,Imagine Dragons,Evolve,1zB4vmk8tFRmM9UULNzbLB
SNAP,Rosa Linn,SNAP,76OGwb5RA9h4FxQPT33ekc
The Scientist,Coldplay,A Rush of Blood to the Head,75JFxkI2RXiU7L9VXzMkle
Too Good At Goodbyes,Sam Smith,The Thrill Of It All (Special Edition),1mXVgsBdtIVeCLJnSnmtdV
Love On The Brain,Rihanna,ANTI (Deluxe),5oO3drDxtziYU2H1X23ZIp
Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,7BqBn9nzAq8spo5e7cZ0dJ
Photograph,Ed Sheeran,x (Deluxe Edition),1HNkqx9Ahdgi1Ixy2xkKkL
7 Years,Lukas Graham,Lukas Graham,5kqIPrATaCc2LqxVWzQGbk
Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),2gMXnyrvIjhVBUZwvLZDMP
Love Yourself,Justin Bieber,Purpose (Deluxe),50kpGaPAhYJ3sGmk6vplg0
you broke me first,Tate McRae,you broke me first,45bE4HXI0AwGZXfZtMp8JR
Bones,Imagine Dragons,Mercury - Acts 1 & 2,54ipXppHLA8U4yqpOFTUhr
Stay With Me,Sam Smith,In The Lonely Hour,5Nm9ERjJZ5oyfXZTECKmRt
Fix You,Coldplay,X&Y,7LVHVU3tWfcxj5aiPFEW4Q
Memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI
"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)",4HlFJV71xXKIGcU3kRyttv
Thinking out Loud,Ed Sheeran,x (Deluxe Edition),34gCuhDGsG4bRPIf9bb02f
Sign of the Times,Harry Styles,Harry Styles,5Ohxk2dO5COHF1krpoPigN
Story of My Life,One Direction,Midnight Memories (Deluxe),4nVBt6MZDDP6tRVdQTgxJg
I Like Me Better,Lauv,I met you when I was 18. (the playlist),0EcQcdcbQeVJn9fknj44Be
Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess",The Truth About Love,1mKXFLRA179hdOWQBwUk9e
Without Me,Halsey,Manic,6FZDfxM3a3UCqtzo5pxSLZ
Paradise,Coldplay,Mylo Xyloto,6nek1Nin9q48AVZcWs9e9D
Chasing Cars,Snow Patrol,Eyes Open,5hnyJvgoWiQUYZttV4wXy6
Set Fire to the Rain,Adele,21,73CMRj62VK8nUS4ezD2wvi
The Reason,Hoobastank,The Reason (15th Anniversary Deluxe),77loZpT5Y5PRP1S451P9Yz
This Town,Niall Horan,Flicker (Deluxe),0qvzXomUDJVaUboy2wMfiS
Royals,Lorde,Pure Heroine,2dLLR6qlu5UJ5gk0dKz0h3
Mercy,Shawn Mendes,Illuminate (Deluxe),0AS63m1wHv9n4VVRizK6Hc
Sugar,Maroon 5,V,2iuZJX9X9P0GKaE93xcPjk
Rolling in the Deep,Adele,21,1c8gk2PeTE04A1pIDH9YMk
Dancing On My Own,Calum Scott,Only Human (Deluxe),2BOqDYLOJBiMOXShCV1neZ
Lose You To Love Me,Selena Gomez,Rare,4l0Mvzj72xxOpRrp6h8nHi
Wrecking Ball,Miley Cyrus,Bangerz (Deluxe Version),2vwlzO0Qp8kfEtzTsCXfyE
She Will Be Loved - Radio Mix,Maroon 5,Songs About Jane: 10th Anniversary Edition,4llK75pXNWZz6KAho2Gp16
Riptide,Vance Joy,Dream Your Life Away (Special Edition),3JvrhDOgAt6p7K8mDyZwRd
Heartbreak Anniversary,Giveon,TAKE TIME,3FAJ6O0NOHQV8Mc5Ri6ENp
Love Story (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),6YvqWjhGD8mB5QXcbcUKtx
Complicated,Avril Lavigne,Let Go,5xEM5hIgJ1jjgcEBfpkt2F
Scars To Your Beautiful,Alessia Cara,Know-It-All,0wI7QkCcs8FUQE1OkXUIqd
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,4HBZA5flZLE435QTztThqH
The Middle,"Zedd, Maren Morris, Grey",The Middle,09IStsImFySgyp0pIQdqAc
It's You,Ali Gatie,YOU,5DqdesEfbRyOlSS3Tf6c29
Someone Like You,Adele,21,1zwMYTA5nlNjZxYrvBB2pV
Sucker,Jonas Brothers,Happiness Begins,22vgEDb5hykfaTwLuskFGD
Best Day Of My Life,American Authors,"Oh, What A Life",5Hroj5K7vLpIG4FNCRIjbP
Drops of Jupiter (Tell Me),Train,Drops Of Jupiter,2hKdd3qO7cWr2Jo0Bcs0MA
Try,P!nk,The Truth About Love,1jF7IL57ayN4Ity3jQqGu0
Unconditionally,Katy Perry,PRISM,009ImBOrIUlWgla8U05RAC
Be Alright,Dean Lewis,Be Alright,3EPXxR3ImUwfayaurPi3cm
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,1EzrEOXmMH3G43AXT1y7pA
Señorita,"Shawn Mendes, Camila Cabello",Señorita,0TK2YIli7K1leLovkQiNik
Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor, John Legend",Title (Deluxe),2YlZnw2ikdb837oKMKjBkW
A Thousand Miles,Vanessa Carlton,Be Not Nobody,4w1lzcaoZ1IC2K5TwjalRP
Raise Your Glass,P!nk,Raise Your Glass,1gv4xPanImH17bKZ9rOveR
Wide Awake,Katy Perry,Teenage Dream: The Complete Confection,5JLv62qFIS1DR3zGEcApRt
Girl on Fire,Alicia Keys,Girl on Fire (Remixes) - EP,4esOae7i4rqTbAu9o5Pxco
Arcade,Duncan Laurence,Arcade,1Xi84slp6FryDSCbzq4UCD
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ
Issues,Julia Michaels,Nervous System,7vu0JkJh0ldukEYbTVcqd0
Bleeding Love,Leona Lewis,Spirit,7wZUrN8oemZfsEd1CGkbXE
What About Us,P!nk,Beautiful Trauma,0Qh38w01QRXK6KHIv0e3hb
Marry You,Bruno Mars,Doo-Wops & Hooligans,22PMfvdz35fFKYnJyMn077
Let Her Go,Passenger,All The Little Lights,1KxwZYyzWNyZSRyErj2ojT
Fight Song,Rachel Platten,Wildfire,37f4ITSlgPX81ad2EvmVQr
Stitches,Shawn Mendes,Handwritten,5jsw9uXEGuKyJzs0boZ1bT
Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,4wCmqSrbyCgxEXROQE6vtV
Wherever You Will Go,The Calling,Camino Palmero,5QpaGzWp0hwB5faV8dkbAz
Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus",Late Night Feelings,02dRkCEc8Q5ch4TTcnLxOn
You’re Losing Me (From The Vault),Taylor Swift,You're Losing Me (From The Vault),3CWq0pAKKTWb0K4yiglDc4
Don’t Leave Me Behind,Diego Gonzalez,Don’t Leave Me Behind,4jyjUMIYaarfo4ap7WNFbF
girl in new york,Nessa Barrett,girl in new york,3eGIiMTMZduPDb4MN0NTqD
i am not who i was,Chance Peña,i am not who i was,5uu2OCGGrTRS1sIvlMgKwe
grave,Tate McRae,THINK LATER,6jDT7DB6k0psPX0nWNDI1K
Intrusive Thoughts,Natalie Jane,Intrusive Thoughts,1imbsYvtz61ZvUgGqKCr3j
cindy lou who,Sabrina Carpenter,fruitcake,15WQ0CnYIbWNCWvwp7IlYr
18,Jillian Rossi,18,3bXTpnBUoU4hJvkRQiZQrs
Solo,Myles Smith,Solo,2jm0UrP5A9ccJ3twMI8cVq
My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,3vkCueOmm7xQDoJ17W1Pm3
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",6wf7Yu7cxBSPrRlWeSeK0Q
...but i'd miss you too much! (Sad Girl Version),Meg Smith,...but i'd miss you too much! (Sad Girl Version),2xNA8H73R4vlxqpRnM8Kyg
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",Zach Bryan,4KULAymBBJcPRpk1yO4dOG
To Love Someone,Benson Boone,To Love Someone,3PsHulD1zewglcTPcEPnlk
Romantic Homicide,d4vd,Romantic Homicide,1xK59OXxi2TAAAbmZK0kBL
august,Taylor Swift,folklore,3hUxzQpSfdDqwM3ZTFQY0K
Love Me Again,V,Layover,2N0SPREDYqILVEFSsWF5N5
Heather,Conan Gray,Kid Krow,4xqrdfXkTW4T0RauPLv3WA
Sparks,Coldplay,Parachutes,7D0RhFcb3CrfPuTJ0obrod
Angels Like You,Miley Cyrus,Plastic Hearts,1daDRI9ahBonbWD8YcxOIB
Something in the Orange,Zach Bryan,Something in the Orange,3WMj8moIAXJhHsyLaqIIHI
traitor,Olivia Rodrigo,SOUR,5CZ40GBx1sQ9agT82CLQCT
In The Stars,Benson Boone,In The Stars,1ei3hzQmrgealgRKFxIcWn
Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),4NioO5R9sHEZh4cGzMHyNt
Happier Than Ever,Billie Eilish,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8
ceilings,Lizzy McAlpine,five seconds flat,2L9N0zZnd37dwF0clgxMGI
you broke me first,Tate McRae,you broke me first,45bE4HXI0AwGZXfZtMp8JR
Heart To Heart,Mac DeMarco,Here Comes The Cowboy,7EAMXbLcL0qXmciM5SwMh2
Fix You,Coldplay,X&Y,7LVHVU3tWfcxj5aiPFEW4Q
favorite crime,Olivia Rodrigo,SOUR,5JCoSi02qi3jJeHdZXMmR8
Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,161DnLWsx1i3u1JT05lzqU
Falling,Harry Styles,Fine Line,1ZMiCix7XSAbfAJlEZWMCp
TV,Billie Eilish,Guitar Songs,3GYlZ7tbxLOxe6ewMNVTkw
Dawns (feat. Maggie Rogers),"Zach Bryan, Maggie Rogers",Dawns (feat. Maggie Rogers),42TtHTxWk782ZBiqyOi2d1
Easy On Me,Adele,Easy On Me,0gplL1WMoJ6iYaPgMCL0gX
July,Noah Cyrus,THE END OF EVERYTHING,6J2LdBN97cDWn0MLxYh9HB
About You,The 1975,Being Funny In A Foreign Language,1fDFHXcykq4iw8Gg7s5hG9
This Town,Niall Horan,Flicker (Deluxe),0qvzXomUDJVaUboy2wMfiS
the grudge,Olivia Rodrigo,GUTS,3Nl5OkkmS5DaBZvuYofpAt
Wish You The Best,Lewis Capaldi,Broken By Desire To Be Heavenly Sent,3gdPwk2wyOXNRnTA1KXnEr
Train Wreck,James Arthur,Back from the Edge,55Am8neGJkdj2ADaM3aw5H
The Night We Met,Lord Huron,Strange Trails,0QZ5yyl6B6utIWkxeBDxQN
Rock and A Hard Place,Bailey Zimmerman,Religiously. The Album.,1TE8AAk9koG0UJco6ZAUfx
Lose You To Love Me,Selena Gomez,Rare,4l0Mvzj72xxOpRrp6h8nHi
Frágil,"Yahritza Y Su Esencia, Grupo Frontera",Frágil,4JdSXF2p71cr8uCY3UiJM0
Matilda,Harry Styles,Harry's House,6uvh0In7u1Xn4HgxOfAn8O
Falling Behind,Laufey,Everything I Know About Love,4KGGeE7RJsgLNZmnxGFlOj
Heartbreak Anniversary,Giveon,TAKE TIME,3FAJ6O0NOHQV8Mc5Ri6ENp
Black Friday,Tom Odell,Black Friday,1XTY6rA7XQosc0ynkkE9kN
logical,Olivia Rodrigo,GUTS,53dtP2iUMvaF28JZcHnFuU
Die For You,Joji,SMITHEREENS,26hOm7dTtBi0TdpDGl141t
What A Time (feat. Niall Horan),"Julia Michaels, Niall Horan",Inner Monologue Part 1,5WtfUKzXircvW8l5aaVZWT
Evergreen (You Didn’t Deserve Me At All),Omar Apollo,Ivory,2TktkzfozZifbQhXjT6I33
"I miss you, I’m sorry",Gracie Abrams,minor,4nyF5lmSziBAt7ESAUjpbx
this is me trying,Taylor Swift,folklore,7kt9e9LFSpN1zQtYEl19o1
Forget Me,Lewis Capaldi,Broken By Desire To Be Heavenly Sent,3iHzKA9HlXf5wsGdsrsnSA
Let You Break My Heart Again,"Laufey, Philharmonia Orchestra",Let You Break My Heart Again,709p9UGPAuyImWf1Z3vjRo
Great Gatsby,Rod Wave,Nostalgia,4M68xjcc42oxyphhzpOWXS
"1 step forward, 3 steps back",Olivia Rodrigo,SOUR,4wcBRRpIfesgcyUtis7PEg
Love Is Gone - Acoustic,"SLANDER, Dylan Matthew",Love Is Gone (Acoustic),7F1CiKqrY44kh5cDqwHOnx
Remember That Night?,Sara Kays,Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7
How Do I Say Goodbye,Dean Lewis,How Do I Say Goodbye,5hnGrTBaEsdukpDF6aZg8a
Water Fountain,Alec Benjamin,Narrated For You,4IhKLu7Vk3j2TLmnFPl6To
Locksmith,Sadie Jean,Locksmith,4HcARAxzsbIB3MqiEkejM6
Reckless,Madison Beer,Reckless,5ajjAnNRh8bxFvaVHzpPjh
BLEED,The Kid LAROI,THE FIRST TIME,2m6HgwjakjAXimujX8m4sk
Falling Apart,Michael Schulte,Hold the Rhythm,0aIW3ekrhK1eh3BYCh11op
something to remember,Matt Hansen,something to remember,6eI8B3QW20P68MCYMb4Etd
Fingers Crossed,Lauren Spencer Smith,Mirror,4wH7ZoqgETaACS9BlUkvuY
It'll Be Okay,Shawn Mendes,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD
blame's on me,Alexander Stewart,blame's on me,1veHwv1HPwzOvlhs5jPxeP
Call Your Mom (with Lizzy McAlpine),"Noah Kahan, Lizzy McAlpine",Call Your Mom (with Lizzy McAlpine),3fKpSA5w8iqLe9sNdIDESW
Special,SZA,SOS,6RQ5IwG7uADz9LDWliJGjU
As the World Caves In,Sarah Cothran,As the World Caves In,2xXNLutYAOELYVObYb1C1S
you were good to me,"Jeremy Zucker, Chelsea Cutler",brent,4CxFN5zON70B3VOPBYbd6P
drunk text,Henry Moodie,drunk text,0KpWiHVmIFDTvai20likX4
Liability,Lorde,Melodrama,6Kkt27YmFyIFrcX3QXFi2o
I GUESS I'M IN LOVE,Clinton Kane,I GUESS I'M IN LOVE,1is8gU4RVcN4J8xItxWoOY
LET EM GO,Matt Hansen,LET EM GO,2RnBxdoRGOBzy2yvThWtMe
i wish you cheated,Alexander Stewart,i wish you cheated,6ErCfbbI9BG4bK2djjKUvP
Moral of the Story,Ashe,Moral of the Story,2nC3QhMI9reBIOWutbU3Tj
Bigger Person,Lauren Spencer Smith,Mirror,2Kqw2ECnErSCU9bxPSVgGx
emails i can’t send,Sabrina Carpenter,emails i can't send,2qLyo5FeWquE7HBUbcVnEy
Enough,charlieonnafriday,Enough,4vuVzf7BIZhDAFm3TB0Tzy
Bigger Than The Whole Sky,Taylor Swift,Midnights (3am Edition),0BiqmkasE5FdrChwKfVp8X
I know it won't work,Gracie Abrams,Good Riddance (Deluxe),33uKUpu9ZXsHhcxRLoxnWI
missin something,Zach Templar,orange blood,790xAaylcgzyKm40GM95Gl
birthday cake,Dylan Conrique,birthday cake,7dDrR6vMK1JAwZZ5MIWgme
